site,date,pct_cover,nms,sp
Cat Rock,2011-12-21,0,CINMS,TAR
Cat Rock,2012-11-26,0,CINMS,TAR
Cat Rock,2013-05-04,0,CINMS,TAR
Cat Rock,2013-12-16,0,CINMS,TAR
Cat Rock,2014-11-04,0,CINMS,TAR
Cat Rock,2015-11-11,0,CINMS,TAR
Crook Point,2003-01-14,0,CINMS,TAR
Crook Point,2003-04-11,0,CINMS,TAR
Crook Point,2004-01-07,0,CINMS,TAR
Crook Point,2004-05-09,0,CINMS,TAR
Crook Point,2005-01-23,0,CINMS,TAR
Crook Point,2005-04-30,0,CINMS,TAR
Crook Point,2006-01-25,0,CINMS,TAR
Crook Point,2007-01-19,0,CINMS,TAR
Crook Point,2007-05-19,0,CINMS,TAR
Crook Point,2008-01-20,0,CINMS,TAR
Crook Point,2008-05-09,0,CINMS,TAR
Crook Point,2009-01-21,0,CINMS,TAR
Crook Point,2009-04-05,0,CINMS,TAR
Crook Point,2009-11-14,0,CINMS,TAR
Crook Point,2010-04-20,0,CINMS,TAR
Crook Point,2010-12-06,0,CINMS,TAR
Crook Point,2011-12-08,0,CINMS,TAR
Crook Point,2012-03-15,0,CINMS,TAR
Crook Point,2013-01-09,0,CINMS,TAR
Crook Point,2013-03-09,0,CINMS,TAR
Crook Point,2014-01-15,0,CINMS,TAR
Crook Point,2014-03-26,0,CINMS,TAR
Crook Point,2014-12-05,0,CINMS,TAR
Cuyler Harbor,2002-12-31,0,CINMS,TAR
Cuyler Harbor,2003-04-13,0,CINMS,TAR
Cuyler Harbor,2004-01-08,0,CINMS,TAR
Cuyler Harbor,2004-05-07,0,CINMS,TAR
Cuyler Harbor,2005-01-24,0,CINMS,TAR
Cuyler Harbor,2005-04-28,0,CINMS,TAR
Cuyler Harbor,2006-01-28,0,CINMS,TAR
Cuyler Harbor,2007-01-16,0,CINMS,TAR
Cuyler Harbor,2007-05-21,0,CINMS,TAR
Cuyler Harbor,2008-01-18,0,CINMS,TAR
Cuyler Harbor,2008-05-07,0,CINMS,TAR
Cuyler Harbor,2009-01-20,0,CINMS,TAR
Cuyler Harbor,2009-04-06,0,CINMS,TAR
Cuyler Harbor,2009-11-16,0.05,CINMS,TAR
Cuyler Harbor,2010-04-18,0,CINMS,TAR
Cuyler Harbor,2010-12-07,0,CINMS,TAR
Cuyler Harbor,2011-12-10,0,CINMS,TAR
Cuyler Harbor,2012-03-14,0,CINMS,TAR
Cuyler Harbor,2013-01-11,0,CINMS,TAR
Cuyler Harbor,2013-03-11,0,CINMS,TAR
Cuyler Harbor,2014-01-17,0,CINMS,TAR
Cuyler Harbor,2014-03-27,0,CINMS,TAR
Cuyler Harbor,2014-12-03,0,CINMS,TAR
East Point,2002-12-04,0,CINMS,TAR
East Point,2003-03-16,0.04,CINMS,TAR
East Point,2003-11-22,0.04,CINMS,TAR
East Point,2004-04-09,0.04,CINMS,TAR
East Point,2004-12-09,0.16,CINMS,TAR
East Point,2005-05-28,0.12,CINMS,TAR
East Point,2006-01-15,0,CINMS,TAR
East Point,2006-12-03,0,CINMS,TAR
East Point,2007-04-11,0,CINMS,TAR
East Point,2008-01-03,0.04,CINMS,TAR
East Point,2008-04-10,0,CINMS,TAR
East Point,2009-01-07,0.04,CINMS,TAR
East Point,2009-05-28,0.04,CINMS,TAR
East Point,2010-01-13,0.12,CINMS,TAR
East Point,2011-03-16,0,CINMS,TAR
East Point,2012-01-20,0.04,CINMS,TAR
East Point,2012-04-12,0,CINMS,TAR
East Point,2013-01-26,0.04,CINMS,TAR
East Point,2013-04-06,0,CINMS,TAR
East Point,2013-11-15,0,CINMS,TAR
East Point,2014-03-16,0,CINMS,TAR
East Point,2015-04-15,0,CINMS,TAR
East Point,2015-11-25,0.04,CINMS,TAR
Ford Point,2002-12-05,0,CINMS,TAR
Ford Point,2003-03-18,0,CINMS,TAR
Ford Point,2003-11-25,0,CINMS,TAR
Ford Point,2004-04-10,0,CINMS,TAR
Ford Point,2004-12-14,0,CINMS,TAR
Ford Point,2005-05-26,0,CINMS,TAR
Ford Point,2006-01-14,0,CINMS,TAR
Ford Point,2006-11-30,0,CINMS,TAR
Ford Point,2007-04-15,0,CINMS,TAR
Ford Point,2008-01-03,0,CINMS,TAR
Ford Point,2008-04-12,0,CINMS,TAR
Ford Point,2009-01-10,0,CINMS,TAR
Ford Point,2009-05-27,0,CINMS,TAR
Ford Point,2010-01-12,0,CINMS,TAR
Ford Point,2011-03-15,0,CINMS,TAR
Ford Point,2012-01-22,0,CINMS,TAR
Ford Point,2012-05-23,0,CINMS,TAR
Ford Point,2013-01-27,0,CINMS,TAR
Ford Point,2013-04-07,0,CINMS,TAR
Ford Point,2013-11-17,0,CINMS,TAR
Ford Point,2014-03-12,0,CINMS,TAR
Ford Point,2015-04-18,0,CINMS,TAR
Ford Point,2015-11-28,0,CINMS,TAR
Fossil Reef,2002-12-03,0.3,CINMS,TAR
Fossil Reef,2003-03-13,0.6,CINMS,TAR
Fossil Reef,2003-11-23,0.6,CINMS,TAR
Fossil Reef,2004-04-13,0.65,CINMS,TAR
Fossil Reef,2004-12-12,0.5,CINMS,TAR
Fossil Reef,2005-05-30,0.45,CINMS,TAR
Fossil Reef,2006-01-12,0.3,CINMS,TAR
Fossil Reef,2006-12-01,0.2,CINMS,TAR
Fossil Reef,2007-04-13,0.25,CINMS,TAR
Fossil Reef,2008-04-13,0.15,CINMS,TAR
Fossil Reef,2009-01-09,0.25,CINMS,TAR
Fossil Reef,2009-05-30,0.2,CINMS,TAR
Fossil Reef,2010-01-15,0.25,CINMS,TAR
Fossil Reef,2011-03-18,0.25,CINMS,TAR
Fossil Reef,2012-01-18,0.25,CINMS,TAR
Fossil Reef,2012-04-15,0.3,CINMS,TAR
Fossil Reef,2013-04-04,0.25,CINMS,TAR
Fossil Reef,2013-11-14,0.35,CINMS,TAR
Fossil Reef,2014-03-15,0.5,CINMS,TAR
Fossil Reef,2015-04-17,0.4,CINMS,TAR
Fossil Reef,2015-11-26,0.4,CINMS,TAR
Fraser Cove,2002-11-03,9.285714285714286,CINMS,TAR
Fraser Cove,2003-03-26,8.166666666666666,CINMS,TAR
Fraser Cove,2003-12-08,8.114285714285714,CINMS,TAR
Fraser Cove,2004-03-31,7.628571428571429,CINMS,TAR
Fraser Cove,2004-11-12,7.3428571428571425,CINMS,TAR
Fraser Cove,2005-03-08,7.6571428571428575,CINMS,TAR
Fraser Cove,2005-10-15,7.828571428571428,CINMS,TAR
Fraser Cove,2006-12-19,6.285714285714286,CINMS,TAR
Fraser Cove,2007-03-26,6.685714285714286,CINMS,TAR
Fraser Cove,2008-03-20,6.285714285714286,CINMS,TAR
Fraser Cove,2008-12-11,6.942857142857143,CINMS,TAR
Fraser Cove,2009-04-28,6.057142857142857,CINMS,TAR
Fraser Cove,2009-11-03,6.914285714285715,CINMS,TAR
Fraser Cove,2010-03-24,5.857142857142857,CINMS,TAR
Fraser Cove,2010-11-19,6,CINMS,TAR
Fraser Cove,2012-01-09,6.0285714285714285,CINMS,TAR
Fraser Cove,2012-05-10,6.0285714285714285,CINMS,TAR
Fraser Cove,2012-12-11,6.142857142857143,CINMS,TAR
Fraser Cove,2013-03-25,6.171428571428572,CINMS,TAR
Fraser Cove,2013-11-02,6.4,CINMS,TAR
Fraser Cove,2014-04-09,5.857142857142857,CINMS,TAR
Fraser Cove,2014-11-21,6.857142857142857,CINMS,TAR
Fraser Cove,2016-01-21,8.114285714285714,CINMS,TAR
Harris Point,2003-01-16,0.2,CINMS,TAR
Harris Point,2003-04-13,0.22727272727272727,CINMS,TAR
Harris Point,2004-01-05,0,CINMS,TAR
Harris Point,2004-05-08,0.96,CINMS,TAR
Harris Point,2005-01-22,0.04,CINMS,TAR
Harris Point,2005-04-29,0.16,CINMS,TAR
Harris Point,2006-01-27,0.28,CINMS,TAR
Harris Point,2007-01-18,0.2,CINMS,TAR
Harris Point,2007-05-18,0.32,CINMS,TAR
Harris Point,2008-01-21,0.36,CINMS,TAR
Harris Point,2008-05-08,0.2,CINMS,TAR
Harris Point,2009-01-23,0.28,CINMS,TAR
Harris Point,2009-04-03,0.36,CINMS,TAR
Harris Point,2009-11-15,0.24,CINMS,TAR
Harris Point,2010-04-19,0.48,CINMS,TAR
Harris Point,2010-12-05,0.24,CINMS,TAR
Harris Point,2011-12-12,0.32,CINMS,TAR
Harris Point,2012-03-16,0.44,CINMS,TAR
Harris Point,2013-01-10,0.48,CINMS,TAR
Harris Point,2013-03-10,0.4,CINMS,TAR
Harris Point,2014-01-16,0.24,CINMS,TAR
Harris Point,2014-03-28,0.32,CINMS,TAR
Harris Point,2014-12-06,0.32,CINMS,TAR
Johnsons Lee,2002-12-01,0,CINMS,TAR
Johnsons Lee,2003-03-17,0,CINMS,TAR
Johnsons Lee,2003-11-24,0,CINMS,TAR
Johnsons Lee,2004-04-11,0,CINMS,TAR
Johnsons Lee,2004-12-11,0,CINMS,TAR
Johnsons Lee,2005-05-27,0,CINMS,TAR
Johnsons Lee,2006-01-10,0.06666666666666667,CINMS,TAR
Johnsons Lee,2006-12-04,0,CINMS,TAR
Johnsons Lee,2007-04-12,0,CINMS,TAR
Johnsons Lee,2008-01-03,0,CINMS,TAR
Johnsons Lee,2008-04-09,0,CINMS,TAR
Johnsons Lee,2009-01-11,0,CINMS,TAR
Johnsons Lee,2009-05-26,0,CINMS,TAR
Johnsons Lee,2010-01-11,0,CINMS,TAR
Johnsons Lee,2011-03-14,0.08695652173913043,CINMS,TAR
Johnsons Lee,2012-01-17,0,CINMS,TAR
Johnsons Lee,2012-04-16,0,CINMS,TAR
Johnsons Lee,2013-01-22,0,CINMS,TAR
Johnsons Lee,2013-04-03,0,CINMS,TAR
Johnsons Lee,2013-11-16,0,CINMS,TAR
Johnsons Lee,2014-03-14,0,CINMS,TAR
Johnsons Lee,2015-04-14,0,CINMS,TAR
Johnsons Lee,2015-11-24,0,CINMS,TAR
Landing Cove,2002-11-19,0,CINMS,TAR
Landing Cove,2002-11-21,0,CINMS,TAR
Landing Cove,2003-10-24,0,CINMS,TAR
Landing Cove,2004-11-10,0,CINMS,TAR
Landing Cove,2005-11-11,0,CINMS,TAR
Landing Cove,2006-11-02,0,CINMS,TAR
Landing Cove,2007-10-25,0,CINMS,TAR
Landing Cove,2007-10-27,0,CINMS,TAR
Landing Cove,2008-10-15,0,CINMS,TAR
Landing Cove,2008-10-17,0,CINMS,TAR
Landing Cove,2009-10-15,0,CINMS,TAR
Landing Cove,2010-10-06,0,CINMS,TAR
Landing Cove,2010-10-08,0,CINMS,TAR
Landing Cove,2011-10-23,0,CINMS,TAR
Landing Cove,2012-11-12,0,CINMS,TAR
Landing Cove,2013-10-18,0,CINMS,TAR
Landing Cove,2015-01-28,0,CINMS,TAR
Middle East,2003-01-29,0,CINMS,TAR
Middle East,2003-04-24,0,CINMS,TAR
Middle East,2004-01-21,0.4166666666666667,CINMS,TAR
Middle East,2005-01-06,0,CINMS,TAR
Middle East,2005-12-13,1.5833333333333333,CINMS,TAR
Middle East,2006-03-26,1.0833333333333333,CINMS,TAR
Middle East,2006-11-21,0,CINMS,TAR
Middle East,2007-03-16,0,CINMS,TAR
Middle East,2007-12-20,0,CINMS,TAR
Middle East,2008-03-04,0,CINMS,TAR
Middle East,2008-11-12,0,CINMS,TAR
Middle East,2009-03-08,0,CINMS,TAR
Middle East,2009-12-15,0,CINMS,TAR
Middle East,2010-03-12,0,CINMS,TAR
Middle East,2010-12-02,0,CINMS,TAR
Middle East,2012-04-25,0,CINMS,TAR
Middle West,2003-01-29,0,CINMS,TAR
Middle West,2003-04-24,0,CINMS,TAR
Middle West,2004-01-21,0,CINMS,TAR
Middle West,2005-01-06,0,CINMS,TAR
Middle West,2005-06-23,0,CINMS,TAR
Middle West,2005-12-13,0,CINMS,TAR
Middle West,2006-03-26,0,CINMS,TAR
Middle West,2006-11-21,0,CINMS,TAR
Middle West,2007-03-16,0,CINMS,TAR
Middle West,2007-12-20,0,CINMS,TAR
Middle West,2008-03-04,0,CINMS,TAR
Middle West,2008-11-12,0,CINMS,TAR
Middle West,2009-03-08,0,CINMS,TAR
Middle West,2009-12-15,0,CINMS,TAR
Middle West,2010-03-12,0,CINMS,TAR
Middle West,2010-12-02,0,CINMS,TAR
Middle West,2011-03-30,0,CINMS,TAR
Middle West,2012-04-24,0,CINMS,TAR
Middle West,2012-11-27,0,CINMS,TAR
Middle West,2013-05-03,0,CINMS,TAR
Middle West,2013-12-02,0,CINMS,TAR
Middle West,2014-11-05,0,CINMS,TAR
Middle West,2015-11-12,0,CINMS,TAR
NW Talcott,2002-12-02,0.15,CINMS,TAR
NW Talcott,2003-03-14,0.25,CINMS,TAR
NW Talcott,2003-11-21,0.1,CINMS,TAR
NW Talcott,2004-04-12,0.05,CINMS,TAR
NW Talcott,2004-12-13,0.1,CINMS,TAR
NW Talcott,2005-05-29,0.15,CINMS,TAR
NW Talcott,2006-01-11,0,CINMS,TAR
NW Talcott,2006-12-02,0.05,CINMS,TAR
NW Talcott,2007-04-14,0.2,CINMS,TAR
NW Talcott,2008-04-11,0.1,CINMS,TAR
NW Talcott,2009-01-08,0.15,CINMS,TAR
NW Talcott,2009-05-29,0.1,CINMS,TAR
NW Talcott,2010-01-14,0.05,CINMS,TAR
NW Talcott,2011-03-17,0.68,CINMS,TAR
NW Talcott,2012-01-19,1.2,CINMS,TAR
NW Talcott,2012-05-24,0.48,CINMS,TAR
NW Talcott,2013-01-23,1.16,CINMS,TAR
NW Talcott,2013-04-05,3,CINMS,TAR
NW Talcott,2013-11-13,1.4,CINMS,TAR
NW Talcott,2014-03-13,0.24,CINMS,TAR
NW Talcott,2015-04-16,1.44,CINMS,TAR
NW Talcott,2015-11-27,2.48,CINMS,TAR
Orizaba Cove,2003-01-30,0,CINMS,TAR
Orizaba Cove,2003-05-19,0.24,CINMS,TAR
Orizaba Cove,2004-01-22,0,CINMS,TAR
Orizaba Cove,2005-12-01,0,CINMS,TAR
Orizaba Cove,2006-03-27,0,CINMS,TAR
Orizaba Cove,2007-01-03,0,CINMS,TAR
Orizaba Cove,2007-03-15,0,CINMS,TAR
Orizaba Cove,2007-12-22,0,CINMS,TAR
Orizaba Cove,2008-03-07,0,CINMS,TAR
Orizaba Cove,2008-11-26,0,CINMS,TAR
Orizaba Cove,2009-03-07,0,CINMS,TAR
Orizaba Cove,2009-12-14,0.04,CINMS,TAR
Orizaba Cove,2010-11-03,0,CINMS,TAR
Orizaba Cove,2011-03-31,0,CINMS,TAR
Orizaba Cove,2011-12-20,0,CINMS,TAR
Orizaba Cove,2014-11-19,0,CINMS,TAR
Otter Harbor,2003-01-15,0.7,CINMS,TAR
Otter Harbor,2003-04-12,1.4,CINMS,TAR
Otter Harbor,2004-01-06,0.8,CINMS,TAR
Otter Harbor,2004-05-10,1.15,CINMS,TAR
Otter Harbor,2005-01-21,0.8,CINMS,TAR
Otter Harbor,2005-05-01,1.05,CINMS,TAR
Otter Harbor,2006-01-26,0.8,CINMS,TAR
Otter Harbor,2007-01-17,0.55,CINMS,TAR
Otter Harbor,2007-05-20,0.65,CINMS,TAR
Otter Harbor,2008-01-19,0.05,CINMS,TAR
Otter Harbor,2008-05-10,0.35,CINMS,TAR
Otter Harbor,2009-01-22,0.25,CINMS,TAR
Otter Harbor,2009-04-04,0.35,CINMS,TAR
Otter Harbor,2009-11-13,1.3,CINMS,TAR
Otter Harbor,2010-04-21,1.3157894736842106,CINMS,TAR
Otter Harbor,2010-12-04,0.5,CINMS,TAR
Otter Harbor,2011-12-07,0.55,CINMS,TAR
Otter Harbor,2012-03-19,0.6,CINMS,TAR
Otter Harbor,2013-01-08,0.25,CINMS,TAR
Otter Harbor,2013-03-08,0.45,CINMS,TAR
Otter Harbor,2014-01-14,0.55,CINMS,TAR
Otter Harbor,2014-03-25,0.5,CINMS,TAR
Otter Harbor,2014-12-04,0.55,CINMS,TAR
Prisoners Harbor,2002-11-05,0.04,CINMS,TAR
Prisoners Harbor,2003-03-24,0,CINMS,TAR
Prisoners Harbor,2003-12-05,0,CINMS,TAR
Prisoners Harbor,2004-03-29,0,CINMS,TAR
Prisoners Harbor,2004-11-11,0,CINMS,TAR
Prisoners Harbor,2005-03-07,0,CINMS,TAR
Prisoners Harbor,2005-10-14,0,CINMS,TAR
Prisoners Harbor,2006-12-17,0,CINMS,TAR
Prisoners Harbor,2007-03-25,0,CINMS,TAR
Prisoners Harbor,2008-03-17,0,CINMS,TAR
Prisoners Harbor,2008-12-09,0,CINMS,TAR
Prisoners Harbor,2009-04-30,0,CINMS,TAR
Prisoners Harbor,2009-11-01,0,CINMS,TAR
Prisoners Harbor,2010-03-23,0,CINMS,TAR
Prisoners Harbor,2010-11-17,0,CINMS,TAR
Prisoners Harbor,2012-01-06,0,CINMS,TAR
Prisoners Harbor,2012-05-12,0,CINMS,TAR
Prisoners Harbor,2012-12-09,0,CINMS,TAR
Prisoners Harbor,2013-03-22,0,CINMS,TAR
Prisoners Harbor,2013-10-31,0,CINMS,TAR
Prisoners Harbor,2014-04-11,0.04,CINMS,TAR
Prisoners Harbor,2014-11-18,0,CINMS,TAR
Prisoners Harbor,2016-01-19,0,CINMS,TAR
S Frenchys Cove,2003-01-27,0.15,CINMS,TAR
S Frenchys Cove,2003-05-20,0.05,CINMS,TAR
S Frenchys Cove,2004-01-19,0.1,CINMS,TAR
S Frenchys Cove,2004-06-07,0,CINMS,TAR
S Frenchys Cove,2005-01-23,0.05263157894736842,CINMS,TAR
S Frenchys Cove,2005-06-24,0.05263157894736842,CINMS,TAR
S Frenchys Cove,2005-12-14,0.2,CINMS,TAR
S Frenchys Cove,2006-03-28,0,CINMS,TAR
S Frenchys Cove,2006-11-22,0.15,CINMS,TAR
S Frenchys Cove,2007-03-17,0.1,CINMS,TAR
S Frenchys Cove,2007-12-21,0,CINMS,TAR
S Frenchys Cove,2008-03-03,0.1,CINMS,TAR
S Frenchys Cove,2008-11-11,0.05,CINMS,TAR
S Frenchys Cove,2009-03-09,0.15,CINMS,TAR
S Frenchys Cove,2009-12-02,0.1,CINMS,TAR
S Frenchys Cove,2010-03-12,0.05,CINMS,TAR
S Frenchys Cove,2010-11-05,0.1,CINMS,TAR
S Frenchys Cove,2011-11-23,0,CINMS,TAR
S Frenchys Cove,2012-04-23,0.1,CINMS,TAR
S Frenchys Cove,2012-11-25,0.3,CINMS,TAR
S Frenchys Cove,2013-05-04,0,CINMS,TAR
S Frenchys Cove,2013-12-16,0.25,CINMS,TAR
S Frenchys Cove,2014-05-20,0.10526315789473684,CINMS,TAR
S Frenchys Cove,2014-11-03,0.05,CINMS,TAR
S Frenchys Cove,2015-11-11,0,CINMS,TAR
Scorpion Rock,2003-01-31,0,CINMS,TAR
Scorpion Rock,2003-05-22,0,CINMS,TAR
Scorpion Rock,2003-12-19,0,CINMS,TAR
Scorpion Rock,2004-03-16,0,CINMS,TAR
Scorpion Rock,2005-01-08,0,CINMS,TAR
Scorpion Rock,2005-04-19,0.84,CINMS,TAR
Scorpion Rock,2006-03-25,0,CINMS,TAR
Scorpion Rock,2007-03-14,0,CINMS,TAR
Scorpion Rock,2008-03-06,0,CINMS,TAR
Scorpion Rock,2008-11-25,0,CINMS,TAR
Scorpion Rock,2009-12-01,0,CINMS,TAR
Scorpion Rock,2010-03-28,0,CINMS,TAR
Scorpion Rock,2010-12-03,0,CINMS,TAR
Scorpion Rock,2011-11-22,0,CINMS,TAR
Scorpion Rock,2012-10-28,0,CINMS,TAR
Scorpion Rock,2012-10-29,0,CINMS,TAR
Scorpion Rock,2013-04-19,0.12,CINMS,TAR
Scorpion Rock,2013-12-13,0,CINMS,TAR
Scorpion Rock,2014-04-23,0,CINMS,TAR
Scorpion Rock,2014-12-19,0,CINMS,TAR
Scorpion Rock,2015-10-25,0,CINMS,TAR
Sea Lion Rookery,2002-11-20,0,CINMS,TAR
Sea Lion Rookery,2003-10-25,0,CINMS,TAR
Sea Lion Rookery,2004-11-11,0,CINMS,TAR
Sea Lion Rookery,2004-11-12,0,CINMS,TAR
Sea Lion Rookery,2006-11-04,0,CINMS,TAR
Sea Lion Rookery,2007-10-26,0,CINMS,TAR
Sea Lion Rookery,2008-10-16,0,CINMS,TAR
Sea Lion Rookery,2009-10-16,0,CINMS,TAR
Sea Lion Rookery,2010-10-07,0,CINMS,TAR
Sea Lion Rookery,2011-10-24,0,CINMS,TAR
Sea Lion Rookery,2012-11-13,0,CINMS,TAR
Sea Lion Rookery,2013-10-19,0,CINMS,TAR
Sea Lion Rookery,2015-01-29,0,CINMS,TAR
Trailer,2002-11-02,0,CINMS,TAR
Trailer,2003-03-25,0,CINMS,TAR
Trailer,2003-12-09,0.05,CINMS,TAR
Trailer,2004-04-01,0,CINMS,TAR
Trailer,2004-11-13,0,CINMS,TAR
Trailer,2005-03-09,0,CINMS,TAR
Trailer,2005-10-15,0,CINMS,TAR
Trailer,2006-12-19,0,CINMS,TAR
Trailer,2007-03-27,0.19047619047619047,CINMS,TAR
Trailer,2008-03-19,0.14285714285714285,CINMS,TAR
Trailer,2008-12-11,0,CINMS,TAR
Trailer,2009-04-27,0,CINMS,TAR
Trailer,2009-11-04,0.09523809523809523,CINMS,TAR
Trailer,2010-03-26,0,CINMS,TAR
Trailer,2010-11-18,0.09523809523809523,CINMS,TAR
Trailer,2012-01-08,0.09523809523809523,CINMS,TAR
Trailer,2012-05-09,0,CINMS,TAR
Trailer,2012-12-10,0,CINMS,TAR
Trailer,2013-03-24,0.047619047619047616,CINMS,TAR
Trailer,2013-11-01,0,CINMS,TAR
Trailer,2014-04-08,0.047619047619047616,CINMS,TAR
Trailer,2014-11-22,0,CINMS,TAR
Trailer,2016-01-22,0.19047619047619047,CINMS,TAR
Willows Anchorage,2002-11-04,0,CINMS,TAR
Willows Anchorage,2003-03-27,0,CINMS,TAR
Willows Anchorage,2003-12-07,0,CINMS,TAR
Willows Anchorage,2004-03-30,0,CINMS,TAR
Willows Anchorage,2004-11-14,0,CINMS,TAR
Willows Anchorage,2005-03-10,0,CINMS,TAR
Willows Anchorage,2005-10-16,0,CINMS,TAR
Willows Anchorage,2006-12-20,0,CINMS,TAR
Willows Anchorage,2007-03-28,0,CINMS,TAR
Willows Anchorage,2008-03-18,0,CINMS,TAR
Willows Anchorage,2008-12-11,0,CINMS,TAR
Willows Anchorage,2009-04-29,0,CINMS,TAR
Willows Anchorage,2009-11-02,0,CINMS,TAR
Willows Anchorage,2010-03-25,0,CINMS,TAR
Willows Anchorage,2010-11-22,0,CINMS,TAR
Willows Anchorage,2012-01-07,0,CINMS,TAR
Willows Anchorage,2012-05-11,0,CINMS,TAR
Willows Anchorage,2012-12-12,0,CINMS,TAR
Willows Anchorage,2013-03-23,0,CINMS,TAR
Willows Anchorage,2013-11-03,0,CINMS,TAR
Willows Anchorage,2014-04-10,0,CINMS,TAR
Willows Anchorage,2014-11-20,0,CINMS,TAR
Willows Anchorage,2016-01-23,0,CINMS,TAR
CINMS,2002-06-15,0.751978021978022,CINMS,TAR
CINMS,2003-06-15,0.5232056277056277,CINMS,TAR
CINMS,2004-06-15,0.5527248677248677,CINMS,TAR
CINMS,2005-06-15,0.5828975215817321,CINMS,TAR
CINMS,2006-06-15,0.31778325123152706,CINMS,TAR
CINMS,2007-06-15,0.2950384024577573,CINMS,TAR
CINMS,2008-06-15,0.37875457875457874,CINMS,TAR
CINMS,2009-06-15,0.403968253968254,CINMS,TAR
CINMS,2010-06-15,0.4310270915383697,CINMS,TAR
CINMS,2011-06-15,0.11099744245524297,CINMS,TAR
CINMS,2012-06-15,0.6112566137566138,CINMS,TAR
CINMS,2013-06-15,0.5192261904761905,CINMS,TAR
CINMS,2014-06-15,0.5055364974937343,CINMS,TAR
CINMS,2015-06-15,0.2975,CINMS,TAR
CINMS,2016-06-15,2.076190476190476,CINMS,TAR
Cat Rock,2003-01-28,6.111111111111111,CINMS,TETRUB
Cat Rock,2003-05-21,4.388888888888889,CINMS,TETRUB
Cat Rock,2004-01-20,2.361111111111111,CINMS,TETRUB
Cat Rock,2005-01-24,3.611111111111111,CINMS,TETRUB
Cat Rock,2005-06-24,5.888888888888889,CINMS,TETRUB
Cat Rock,2005-12-11,7.25,CINMS,TETRUB
Cat Rock,2006-11-20,6.111111111111111,CINMS,TETRUB
Cat Rock,2007-12-21,5,CINMS,TETRUB
Cat Rock,2008-03-05,5.111111111111111,CINMS,TETRUB
Cat Rock,2008-11-11,4.888888888888889,CINMS,TETRUB
Cat Rock,2009-11-30,3.8333333333333335,CINMS,TETRUB
Cat Rock,2010-03-11,7.888888888888889,CINMS,TETRUB
Cat Rock,2010-11-04,6.583333333333333,CINMS,TETRUB
Cat Rock,2011-12-21,7.527777777777778,CINMS,TETRUB
Cat Rock,2012-11-26,6.305555555555555,CINMS,TETRUB
Cat Rock,2013-05-04,6.916666666666667,CINMS,TETRUB
Cat Rock,2013-12-16,6.888888888888889,CINMS,TETRUB
Cat Rock,2014-11-04,5.583333333333333,CINMS,TETRUB
Cat Rock,2015-11-11,3.2,CINMS,TETRUB
Crook Point,2003-01-14,0.1,CINMS,TETRUB
Crook Point,2003-04-11,0.35,CINMS,TETRUB
Crook Point,2004-01-07,0.058823529411764705,CINMS,TETRUB
Crook Point,2004-05-09,0.65,CINMS,TETRUB
Crook Point,2005-01-23,0.2,CINMS,TETRUB
Crook Point,2005-04-30,0.35,CINMS,TETRUB
Crook Point,2006-01-25,0.55,CINMS,TETRUB
Crook Point,2007-01-19,0.45,CINMS,TETRUB
Crook Point,2007-05-19,0.35,CINMS,TETRUB
Crook Point,2008-01-20,0.3,CINMS,TETRUB
Crook Point,2008-05-09,0.15,CINMS,TETRUB
Crook Point,2009-01-21,0.1,CINMS,TETRUB
Crook Point,2009-04-05,0.15,CINMS,TETRUB
Crook Point,2009-11-14,0.05,CINMS,TETRUB
Crook Point,2010-04-20,0.2,CINMS,TETRUB
Crook Point,2010-12-06,0.25,CINMS,TETRUB
Crook Point,2011-12-08,0.25,CINMS,TETRUB
Crook Point,2012-03-15,0.1,CINMS,TETRUB
Crook Point,2013-01-09,1.35,CINMS,TETRUB
Crook Point,2013-03-09,0.25,CINMS,TETRUB
Crook Point,2014-01-15,0.1,CINMS,TETRUB
Crook Point,2014-03-26,0.05,CINMS,TETRUB
Crook Point,2014-12-05,0.05,CINMS,TETRUB
Cuyler Harbor,2002-12-31,1.75,CINMS,TETRUB
Cuyler Harbor,2003-04-13,1.55,CINMS,TETRUB
Cuyler Harbor,2004-01-08,1.3,CINMS,TETRUB
Cuyler Harbor,2004-05-07,1.2,CINMS,TETRUB
Cuyler Harbor,2005-01-24,2.3,CINMS,TETRUB
Cuyler Harbor,2005-04-28,2.25,CINMS,TETRUB
Cuyler Harbor,2006-01-28,1.5,CINMS,TETRUB
Cuyler Harbor,2007-01-16,1.7,CINMS,TETRUB
Cuyler Harbor,2007-05-21,2,CINMS,TETRUB
Cuyler Harbor,2008-01-18,2.1,CINMS,TETRUB
Cuyler Harbor,2008-05-07,1.8,CINMS,TETRUB
Cuyler Harbor,2009-01-20,2.8,CINMS,TETRUB
Cuyler Harbor,2009-04-06,2.45,CINMS,TETRUB
Cuyler Harbor,2009-11-16,3.3,CINMS,TETRUB
Cuyler Harbor,2010-04-18,4.15,CINMS,TETRUB
Cuyler Harbor,2010-12-07,4.2,CINMS,TETRUB
Cuyler Harbor,2011-12-10,1.95,CINMS,TETRUB
Cuyler Harbor,2012-03-14,2.05,CINMS,TETRUB
Cuyler Harbor,2013-01-11,1.7,CINMS,TETRUB
Cuyler Harbor,2013-03-11,1.6,CINMS,TETRUB
Cuyler Harbor,2014-01-17,1.2,CINMS,TETRUB
Cuyler Harbor,2014-03-27,1.35,CINMS,TETRUB
